occupation,location,income,welfare,working_experience,education,industry,section,scale,category
采购员,天津,10.8,TRUE,5年以上,大专,政府/非盈利机构/其他,不需要融资,100-499,销售与市场类
采购员,安徽,4.2,TRUE,1年以内,学历不限,消费品,未知,100-499,销售与市场类
采购员,福建,5.4,TRUE,1-3年,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,广东,7.8,FALSE,1-3年,本科,交通/物流/贸易/零售,不需要融资,500以上,销售与市场类
采购员,广东,9.1,TRUE,1-3年,本科,互联网/IT/电子/通信,不需要融资,500以上,销售与市场类
采购员,重庆,6.5,FALSE,3-5年,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,广东,7.2,FALSE,1-3年,高中及以下,消费品,不需要融资,500以上,销售与市场类
采购员,河北,4.2,TRUE,1年以内,大专,服务业,不需要融资,500以上,销售与市场类
采购员,广东,6,TRUE,1-3年,学历不限,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,河南,7.8,TRUE,经验不限,学历不限,房地产/建筑,未知,100-499,销售与市场类
采购员,深圳,9.6,FALSE,5年以上,大专,互联网/IT/电子/通信,未融资,500以上,销售与市场类
采购员,重庆,9,TRUE,3-5年,大专,房地产/建筑,未融资,100-499,销售与市场类
采购员,河北,9,FALSE,1-3年,大专,房地产/建筑,未融资,100以下,销售与市场类
采购员,山东,4.2,FALSE,1-3年,大专,机械/制造,未知,100以下,销售与市场类
采购员,安徽,4.2,TRUE,1-3年,高中及以下,互联网/IT/电子/通信,未融资,100-499,销售与市场类
采购员,海南,4.2,FALSE,1-3年,高中及以下,房地产/建筑,未知,100以下,销售与市场类
采购员,山西,3,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,浙江,6,TRUE,1-3年,大专,机械/制造,未知,100以下,销售与市场类
采购员,江西,4.8,TRUE,1-3年,高中及以下,机械/制造,已上市,500以上,销售与市场类
采购员,江苏,16.25,TRUE,1年以内,本科,房地产/建筑,未融资,100以下,销售与市场类
采购员,湖北,6,TRUE,经验不限,本科,房地产/建筑,已上市,500以上,销售与市场类
采购员,广东,6,TRUE,1-3年,大专,汽车,未融资,500以上,销售与市场类
采购员,河北,7.8,FALSE,1年以内,高中及以下,互联网/IT/电子/通信,未知,100以下,销售与市场类
采购员,浙江,7.2,TRUE,1-3年,高中及以下,机械/制造,不需要融资,100-499,销售与市场类
采购员,浙江,7.8,FALSE,1-3年,大专,交通/物流/贸易/零售,不需要融资,100以下,销售与市场类
采购员,河北,5.4,FALSE,1-3年,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,辽宁,6,TRUE,1-3年,大专,机械/制造,不需要融资,100以下,销售与市场类
采购员,江苏,7.8,FALSE,3-5年,本科,制药/医疗,未知,100以下,销售与市场类
采购员,浙江,10.4,FALSE,3-5年,本科,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,浙江,11.7,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,辽宁,5.4,FALSE,3-5年,大专,制药/医疗,未知,100以下,销售与市场类
采购员,浙江,5.4,FALSE,3-5年,高中及以下,互联网/IT/电子/通信,未知,100以下,销售与市场类
采购员,云南,7.2,FALSE,1-3年,大专,专业服务,未知,100以下,销售与市场类
采购员,宁夏,4.2,FALSE,1-3年,高中及以下,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,山东,5.4,TRUE,1-3年,大专,消费品,不需要融资,100-499,销售与市场类
采购员,内蒙古,5.4,TRUE,1-3年,高中及以下,服务业,不需要融资,100以下,销售与市场类
采购员,安徽,8.4,FALSE,3-5年,大专,房地产/建筑,不需要融资,100以下,销售与市场类
采购员,宁夏,7.8,TRUE,3-5年,大专,房地产/建筑,未知,100以下,销售与市场类
采购员,河北,6.6,TRUE,1年以内,大专,房地产/建筑,未融资,100以下,销售与市场类
采购员,宁夏,3.6,TRUE,1-3年,大专,制药/医疗,未融资,100-499,销售与市场类
采购员,广东,9,TRUE,1-3年,学历不限,消费品,不需要融资,100-499,销售与市场类
采购员,江苏,7.15,TRUE,3-5年,大专,汽车,未融资,100-499,销售与市场类
采购员,广东,4.8,FALSE,3-5年,本科,制药/医疗,不需要融资,100-499,销售与市场类
采购员,河北,5.4,TRUE,经验不限,大专,互联网/IT/电子/通信,天使轮,100-499,销售与市场类
采购员,广东,7.2,FALSE,1-3年,高中及以下,交通/物流/贸易/零售,未融资,100-499,销售与市场类
采购员,未知,9.6,FALSE,1-3年,学历不限,服务业,未知,100-499,销售与市场类
采购员,湖南,4.2,FALSE,1-3年,高中及以下,制药/医疗,未知,100以下,销售与市场类
采购员,重庆,6.6,TRUE,1-3年,本科,制药/医疗,未融资,100以下,销售与市场类
采购员,辽宁,6,TRUE,1-3年,大专,机械/制造,不需要融资,500以上,销售与市场类
采购员,广东,7.2,TRUE,经验不限,本科,互联网/IT/电子/通信,已上市,500以上,销售与市场类
采购员,浙江,7.8,TRUE,经验不限,大专,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,浙江,9,TRUE,1-3年,大专,能源/化工/环保,不需要融资,100-499,销售与市场类
采购员,山东,15,FALSE,1年以内,本科,能源/化工/环保,已上市,500以上,销售与市场类
采购员,浙江,9.1,TRUE,3-5年,高中及以下,消费品,未知,100以下,销售与市场类
采购员,山东,5.4,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未融资,500以上,销售与市场类
采购员,辽宁,7.8,FALSE,3-5年,大专,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,河北,4.2,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,重庆,4.2,FALSE,1年以内,学历不限,互联网/IT/电子/通信,未知,100以下,销售与市场类
采购员,福建,5.4,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,江苏,9,FALSE,1-3年,高中及以下,房地产/建筑,未知,100-499,销售与市场类
采购员,广东,7.8,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,销售与市场类
采购员,深圳,7.2,TRUE,1-3年,大专,政府/非盈利机构/其他,未融资,100以下,销售与市场类
采购员,河南,3.6,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,销售与市场类
采购员,云南,9,TRUE,1-3年,本科,交通/物流/贸易/零售,天使轮,100-499,销售与市场类
采购员,山西,6,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,山东,6,TRUE,1-3年,高中及以下,交通/物流/贸易/零售,未知,100-499,销售与市场类
采购员,河北,3.6,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,销售与市场类
采购员,浙江,7.2,FALSE,经验不限,大专,政府/非盈利机构/其他,不需要融资,500以上,销售与市场类
采购员,广东,6.6,FALSE,1年以内,大专,互联网/IT/电子/通信,未知,100以下,销售与市场类
采购员,广东,6.6,TRUE,1-3年,高中及以下,互联网/IT/电子/通信,未融资,100-499,销售与市场类
采购员,辽宁,5.4,TRUE,1-3年,本科,制药/医疗,不需要融资,100-499,销售与市场类
采购员,江苏,6.6,TRUE,经验不限,学历不限,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,浙江,10.2,FALSE,5年以上,本科,汽车,未知,100-499,销售与市场类
采购员,广西,6.6,TRUE,5年以上,大专,服务业,天使轮,100-499,销售与市场类
采购员,浙江,10.8,TRUE,经验不限,本科,政府/非盈利机构/其他,已上市,500以上,销售与市场类
采购员,安徽,7.2,FALSE,3-5年,大专,房地产/建筑,未知,500以上,销售与市场类
采购员,甘肃,6.6,FALSE,1-3年,大专,制药/医疗,未融资,100-499,销售与市场类
采购员,重庆,10.2,FALSE,1-3年,大专,制药/医疗,未融资,500以上,销售与市场类
采购员,四川,10.2,TRUE,1-3年,大专,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,江苏,7.8,TRUE,3-5年,大专,房地产/建筑,未融资,100-499,销售与市场类
采购员,河南,5.4,FALSE,1-3年,大专,汽车,未知,100-499,销售与市场类
采购员,浙江,10.4,TRUE,1-3年,大专,消费品,未知,100以下,销售与市场类
采购员,江苏,6,TRUE,1-3年,大专,机械/制造,未融资,100-499,销售与市场类
采购员,四川,7.8,FALSE,经验不限,大专,互联网/IT/电子/通信,已上市,500以上,销售与市场类
采购员,山东,4.8,FALSE,1年以内,大专,制药/医疗,未融资,100以下,销售与市场类
采购员,山东,4.2,FALSE,1-3年,大专,能源/化工/环保,不需要融资,100以下,销售与市场类
采购员,未知,5.4,FALSE,1年以内,大专,制药/医疗,未知,100以下,销售与市场类
采购员,吉林,6,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,500以上,销售与市场类
采购员,浙江,6,FALSE,1年以内,大专,服务业,未融资,500以上,销售与市场类
采购员,浙江,8.4,TRUE,1-3年,高中及以下,交通/物流/贸易/零售,不需要融资,100以下,销售与市场类
采购员,安徽,6,FALSE,1-3年,大专,制药/医疗,未知,100以下,销售与市场类
采购员,河北,7.2,FALSE,1-3年,大专,制药/医疗,未融资,100-499,销售与市场类
采购员,河北,7.2,TRUE,1-3年,高中及以下,机械/制造,未融资,100以下,销售与市场类
采购员,广西,8.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,销售与市场类
采购员,广东,10.2,TRUE,3-5年,大专,房地产/建筑,不需要融资,100-499,销售与市场类
采购员,辽宁,5.4,TRUE,3-5年,本科,政府/非盈利机构/其他,不需要融资,100-499,销售与市场类
采购员,辽宁,4.2,FALSE,经验不限,大专,制药/医疗,未知,100以下,销售与市场类
采购员,江苏,6.6,TRUE,1-3年,大专,消费品,未融资,100以下,销售与市场类
采购员,广西,5.4,FALSE,经验不限,学历不限,服务业,未知,100-499,销售与市场类
采购员,未知,6,FALSE,1-3年,大专,房地产/建筑,不需要融资,100以下,销售与市场类
采购员,江苏,4.8,FALSE,1-3年,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,浙江,13.8,TRUE,3-5年,大专,交通/物流/贸易/零售,不需要融资,100以下,销售与市场类
采购员,重庆,8.4,FALSE,5年以上,大专,房地产/建筑,未融资,100-499,销售与市场类
采购员,广东,7.8,FALSE,1-3年,高中及以下,房地产/建筑,未知,100以下,销售与市场类
采购员,广东,5.4,TRUE,3-5年,大专,教育培训,不需要融资,100-499,销售与市场类
采购员,山东,6,TRUE,1-3年,高中及以下,房地产/建筑,未融资,100以下,销售与市场类
采购员,甘肃,5.4,TRUE,3-5年,大专,房地产/建筑,未知,100以下,销售与市场类
采购员,广西,5.4,FALSE,1-3年,高中及以下,交通/物流/贸易/零售,不需要融资,100以下,销售与市场类
采购员,辽宁,7.2,TRUE,3-5年,大专,互联网/IT/电子/通信,未知,100以下,销售与市场类
采购员,福建,6,FALSE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,销售与市场类
采购员,未知,6,TRUE,1-3年,大专,机械/制造,不需要融资,100以下,销售与市场类
采购员,山东,6,FALSE,经验不限,本科,政府/非盈利机构/其他,不需要融资,500以上,销售与市场类
采购员,安徽,8.4,TRUE,3-5年,大专,机械/制造,未知,500以上,销售与市场类
采购员,未知,3.8325,FALSE,1年以内,大专,房地产/建筑,未知,100-499,销售与市场类
采购员,河北,4.8,TRUE,1-3年,大专,交通/物流/贸易/零售,不需要融资,100以下,销售与市场类
采购员,陕西,8.4,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,广东,7.2,TRUE,1-3年,大专,房地产/建筑,已上市,500以上,销售与市场类
采购员,山东,6,TRUE,经验不限,学历不限,交通/物流/贸易/零售,不需要融资,500以上,销售与市场类
采购员,江苏,6.6,TRUE,1-3年,大专,机械/制造,未融资,100-499,销售与市场类
采购员,浙江,9.1,FALSE,1-3年,学历不限,机械/制造,不需要融资,100-499,销售与市场类
采购员,深圳,9,TRUE,3-5年,学历不限,互联网/IT/电子/通信,未融资,100以下,销售与市场类
采购员,浙江,9,TRUE,3-5年,大专,能源/化工/环保,未融资,500以上,销售与市场类
采购员,江苏,6,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,销售与市场类
采购员,江苏,14,TRUE,1-3年,本科,机械/制造,已上市,500以上,销售与市场类
采购员,广东,7.8,TRUE,1年以内,学历不限,消费品,不需要融资,100以下,销售与市场类
采购员,天津,7.8,FALSE,3-5年,大专,服务业,未知,100以下,销售与市场类
采购员,山东,9.6,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100-499,销售与市场类
采购员,贵州,5.4,TRUE,1-3年,大专,制药/医疗,未知,100以下,销售与市场类
采购员,广东,5.4,FALSE,1-3年,大专,交通/物流/贸易/零售,未知,100-499,销售与市场类
采购员,江西,6,TRUE,1-3年,大专,能源/化工/环保,已上市,500以上,销售与市场类
采购员,江西,4.2,TRUE,经验不限,高中及以下,制药/医疗,未融资,100-499,销售与市场类
采购员,海南,5.4,FALSE,1-3年,高中及以下,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,广西,7.2,FALSE,1-3年,本科,政府/非盈利机构/其他,未融资,100以下,销售与市场类
采购员,贵州,3,FALSE,3-5年,大专,服务业,未融资,100-499,销售与市场类
采购员,吉林,4.8,TRUE,1-3年,学历不限,制药/医疗,未融资,100-499,销售与市场类
采购员,未知,10.2,FALSE,5年以上,学历不限,交通/物流/贸易/零售,未知,100以下,销售与市场类
采购员,江西,13,TRUE,3-5年,大专,机械/制造,未融资,100-499,销售与市场类
采购员,北京,36,FALSE,经验不限,大专,广告/传媒/文化/体育,不需要融资,100以下,销售与市场类
采购员,上海,10.8,TRUE,5年以上,本科,能源/化工/环保,A轮,100-499,销售与市场类
采购员,河南,5.4,FALSE,1-3年,高中及以下,交通/物流/贸易/零售,未知,100-499,销售与市场类
采购员,浙江,7.8,TRUE,1-3年,大专,交通/物流/贸易/零售,不需要融资,100以下,销售与市场类
采购员,天津,12,TRUE,1-3年,本科,交通/物流/贸易/零售,不需要融资,100-499,销售与市场类
采购员,深圳,7.8,TRUE,经验不限,本科,互联网/IT/电子/通信,未融资,500以上,销售与市场类
采购员,安徽,7.8,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100-499,销售与市场类
采购员,湖南,5.4,FALSE,1-3年,本科,制药/医疗,未知,100-499,销售与市场类
采购员,江苏,9.1,TRUE,1年以内,高中及以下,交通/物流/贸易/零售,不需要融资,100-499,销售与市场类
采购员,福建,9,FALSE,3-5年,大专,房地产/建筑,未融资,100以下,销售与市场类
采购员,广东,6.6,FALSE,1-3年,高中及以下,互联网/IT/电子/通信,未知,100-499,销售与市场类
采购员,广东,7.2,FALSE,1-3年,高中及以下,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,广西,5.4,TRUE,1-3年,本科,房地产/建筑,未融资,100-499,销售与市场类
采购员,福建,9.75,FALSE,1-3年,大专,消费品,未融资,100-499,销售与市场类
采购员,浙江,19.5,TRUE,3-5年,本科,能源/化工/环保,已上市,500以上,销售与市场类
采购员,河南,11.4,TRUE,5年以上,高中及以下,房地产/建筑,不需要融资,100以下,销售与市场类
采购员,深圳,6,TRUE,1年以内,高中及以下,交通/物流/贸易/零售,未融资,100以下,销售与市场类
采购员,未知,3,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,销售与市场类
采购员,四川,9,TRUE,1-3年,大专,制药/医疗,未融资,100-499,销售与市场类
顾问,河北,9,FALSE,经验不限,大专,专业服务,不需要融资,100以下,法务与咨询类
采购员,北京,26,TRUE,经验不限,本科,互联网/IT/电子/通信,不需要融资,500以上,销售与市场类
采购员,山东,10.2,FALSE,5年以上,本科,房地产/建筑,未知,100以下,销售与市场类
采购员,浙江,6.6,FALSE,1-3年,高中及以下,机械/制造,未知,100-499,销售与市场类
采购员,江苏,6.6,FALSE,经验不限,学历不限,机械/制造,未知,100以下,销售与市场类
采购员,江苏,11.05,TRUE,1-3年,本科,汽车,未融资,100-499,销售与市场类
采购员,吉林,252,FALSE,1-3年,学历不限,汽车,未知,100以下,销售与市场类
采购员,云南,4.2,FALSE,3-5年,大专,房地产/建筑,未知,100以下,销售与市场类
采购员,浙江,9,TRUE,1-3年,学历不限,互联网/IT/电子/通信,天使轮,100以下,销售与市场类
采购员,河北,4.8,TRUE,1-3年,大专,房地产/建筑,未融资,100以下,销售与市场类
采购员,安徽,5.4,FALSE,3-5年,大专,房地产/建筑,未知,100以下,销售与市场类
翻译,山西,7.8,FALSE,1-3年,本科,机械/制造,未知,100-499,其他职业类
翻译,江苏,6.6,FALSE,1-3年,本科,机械/制造,未融资,100以下,其他职业类
翻译,江西,6.6,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,河南,5.4,TRUE,经验不限,学历不限,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,安徽,13.6875,FALSE,经验不限,本科,交通/物流/贸易/零售,B轮,100以下,其他职业类
翻译,河北,15,FALSE,1-3年,本科,房地产/建筑,未融资,100以下,其他职业类
翻译,浙江,5.85,TRUE,经验不限,本科,交通/物流/贸易/零售,不需要融资,100以下,其他职业类
翻译,深圳,7.2,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,山东,6.6,TRUE,1-3年,本科,机械/制造,未知,100以下,其他职业类
翻译,山东,6.6,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,山西,7.4825,TRUE,1-3年,研究生,服务业,已上市,100-499,其他职业类
翻译,福建,3,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,陕西,7.8,FALSE,1-3年,本科,房地产/建筑,未知,500以上,其他职业类
翻译,浙江,7.8,FALSE,经验不限,学历不限,专业服务,不需要融资,100-499,其他职业类
翻译,天津,6.6,FALSE,经验不限,学历不限,机械/制造,未知,100以下,其他职业类
翻译,浙江,16.8,FALSE,1-3年,大专,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,江苏,10.8,FALSE,1-3年,本科,机械/制造,未知,100以下,其他职业类
翻译,浙江,9,FALSE,1-3年,大专,服务业,未知,100以下,其他职业类
翻译,江苏,4.8,FALSE,1年以内,本科,政府/非盈利机构/其他,未知,100以下,其他职业类
翻译,湖北,4.5,FALSE,3-5年,本科,专业服务,未知,100以下,其他职业类
翻译,浙江,5.4,FALSE,3-5年,大专,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,陕西,6.6,FALSE,1-3年,本科,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,河南,15,FALSE,5年以上,本科,汽车,已上市,500以上,其他职业类
翻译,河北,13.2,FALSE,1-3年,本科,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,湖北,10.2,FALSE,1-3年,大专,广告/传媒/文化/体育,未知,100以下,其他职业类
翻译,福建,7.2,TRUE,1-3年,本科,广告/传媒/文化/体育,不需要融资,100以下,其他职业类
翻译,浙江,6.6,FALSE,1-3年,大专,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,重庆,9.75,TRUE,1-3年,本科,互联网/IT/电子/通信,B轮,100以下,其他职业类
翻译,陕西,12.6,FALSE,经验不限,本科,交通/物流/贸易/零售,不需要融资,100以下,其他职业类
翻译,山西,6.6,FALSE,经验不限,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,江苏,39.42,FALSE,1-3年,大专,房地产/建筑,未知,100以下,其他职业类
翻译,陕西,7.2,FALSE,1-3年,本科,房地产/建筑,未知,100以下,其他职业类
翻译,浙江,5.4,FALSE,1-3年,本科,消费品,未知,100以下,其他职业类
翻译,江苏,13,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,山东,13.8,TRUE,1-3年,本科,互联网/IT/电子/通信,B轮,100以下,其他职业类
翻译,广东,9,FALSE,经验不限,本科,房地产/建筑,未知,100以下,其他职业类
翻译,安徽,15,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,江苏,15,FALSE,经验不限,学历不限,金融,不需要融资,100-499,其他职业类
翻译,河南,7.15,TRUE,1-3年,本科,机械/制造,未知,500以上,其他职业类
翻译,山东,7.2,FALSE,经验不限,本科,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,广东,9,FALSE,3-5年,本科,机械/制造,未知,100-499,其他职业类
翻译,辽宁,10.2,FALSE,3-5年,本科,机械/制造,未知,100以下,其他职业类
翻译,山西,6,FALSE,经验不限,本科,互联网/IT/电子/通信,不需要融资,100-499,其他职业类
翻译,山东,6.6,TRUE,经验不限,本科,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,广东,7.8,TRUE,1年以内,本科,互联网/IT/电子/通信,已上市,500以上,其他职业类
翻译,河北,7.2,FALSE,3-5年,本科,互联网/IT/电子/通信,不需要融资,100-499,其他职业类
翻译,山东,4.8,TRUE,1-3年,大专,交通/物流/贸易/零售,不需要融资,100以下,其他职业类
翻译,浙江,6,TRUE,1-3年,大专,汽车,未知,100以下,其他职业类
翻译,辽宁,6.6,FALSE,1-3年,本科,能源/化工/环保,未知,100以下,其他职业类
翻译,河北,6.6,TRUE,1年以内,大专,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,上海,8.4,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,广东,10.2,TRUE,1-3年,大专,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,山西,6.6,FALSE,1-3年,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,湖北,15,FALSE,经验不限,本科,互联网/IT/电子/通信,A轮,100以下,其他职业类
翻译,上海,10.8,FALSE,经验不限,大专,服务业,未融资,100以下,其他职业类
翻译,四川,6,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,广东,10.2,TRUE,1-3年,本科,房地产/建筑,不需要融资,100以下,其他职业类
翻译,未知,19.71,FALSE,经验不限,本科,专业服务,未融资,100-499,其他职业类
翻译,河北,6,TRUE,1年以内,大专,交通/物流/贸易/零售,不需要融资,100以下,其他职业类
翻译,云南,6,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,江苏,7.2,TRUE,1-3年,本科,专业服务,不需要融资,100以下,其他职业类
翻译,重庆,5.4,FALSE,经验不限,本科,专业服务,未知,100以下,其他职业类
翻译,辽宁,5.4,FALSE,1-3年,大专,教育培训,未知,100-499,其他职业类
翻译,山东,7.2,FALSE,经验不限,学历不限,房地产/建筑,不需要融资,100-499,其他职业类
翻译,未知,5.4,FALSE,经验不限,本科,教育培训,未知,100以下,其他职业类
翻译,上海,10.2,FALSE,1-3年,本科,专业服务,未知,100以下,其他职业类
翻译,浙江,15,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,江苏,7.8,TRUE,经验不限,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,山东,7.8,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,山东,7.2,TRUE,经验不限,学历不限,交通/物流/贸易/零售,不需要融资,100以下,其他职业类
翻译,重庆,10.2,TRUE,经验不限,本科,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,山东,7.8,FALSE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,上海,5.475,FALSE,经验不限,本科,互联网/IT/电子/通信,C轮,100以下,其他职业类
翻译,深圳,8.4,TRUE,经验不限,本科,互联网/IT/电子/通信,C轮,100-499,其他职业类
翻译,广东,30,FALSE,1-3年,本科,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,上海,9,FALSE,1-3年,本科,机械/制造,未知,100以下,其他职业类
翻译,浙江,13,FALSE,经验不限,研究生,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,江苏,5.4,FALSE,1-3年,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,吉林,11.05,TRUE,经验不限,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,江苏,5.4,FALSE,经验不限,本科,消费品,不需要融资,100以下,其他职业类
翻译,山西,6,TRUE,经验不限,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,福建,15,FALSE,1-3年,本科,政府/非盈利机构/其他,未知,100-499,其他职业类
翻译,福建,13.8,TRUE,经验不限,大专,能源/化工/环保,C轮,100-499,其他职业类
翻译,北京,9,TRUE,经验不限,本科,专业服务,不需要融资,100-499,其他职业类
翻译,江苏,7.2,FALSE,1年以内,本科,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,山东,4.2,FALSE,1-3年,本科,专业服务,未知,100以下,其他职业类
翻译,江苏,7.8,TRUE,经验不限,大专,互联网/IT/电子/通信,已上市,500以上,其他职业类
翻译,海南,4.8,TRUE,经验不限,高中及以下,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,浙江,7.8,FALSE,1-3年,本科,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,山东,10.2,FALSE,1年以内,研究生,机械/制造,未融资,100以下,其他职业类
翻译,河北,11.4,TRUE,1年以内,本科,广告/传媒/文化/体育,不需要融资,100以下,其他职业类
翻译,江苏,7.2,FALSE,1年以内,大专,教育培训,未知,100以下,其他职业类
翻译,重庆,10.2,TRUE,1年以内,大专,互联网/IT/电子/通信,已上市,500以上,其他职业类
翻译,上海,11.4,FALSE,5年以上,本科,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,广东,6,FALSE,经验不限,大专,专业服务,未融资,100以下,其他职业类
翻译,福建,9.6,TRUE,3-5年,本科,交通/物流/贸易/零售,未融资,100以下,其他职业类
翻译,浙江,10.2,TRUE,经验不限,学历不限,互联网/IT/电子/通信,B轮,100以下,其他职业类
翻译,山西,5.4,TRUE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100-499,其他职业类
翻译,江苏,10.4,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,500以上,其他职业类
翻译,福建,6.6,TRUE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,其他职业类
翻译,河南,7.8,TRUE,1-3年,本科,互联网/IT/电子/通信,不需要融资,100以下,其他职业类
翻译,四川,9.6,TRUE,3-5年,本科,互联网/IT/电子/通信,A轮,100-499,其他职业类
翻译,福建,9,TRUE,3-5年,本科,互联网/IT/电子/通信,不需要融资,100-499,其他职业类
翻译,北京,16.2,TRUE,5年以上,本科,互联网/IT/电子/通信,不需要融资,100以下,其他职业类
翻译,浙江,7.8,FALSE,经验不限,学历不限,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,山东,9,TRUE,经验不限,大专,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,上海,9,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,湖南,9.75,TRUE,经验不限,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,天津,10.2,TRUE,1-3年,本科,互联网/IT/电子/通信,未融资,100以下,其他职业类
翻译,江苏,15,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,其他职业类
翻译,湖南,11.27786848,FALSE,1-3年,本科,能源/化工/环保,未知,100以下,其他职业类
翻译,河北,5.4,TRUE,经验不限,本科,互联网/IT/电子/通信,不需要融资,500以上,其他职业类
翻译,广东,7.2,TRUE,1年以内,大专,汽车,未知,500以上,其他职业类
翻译,山东,11.4,TRUE,经验不限,本科,专业服务,不需要融资,500以上,其他职业类
翻译,深圳,24.7,TRUE,经验不限,本科,交通/物流/贸易/零售,不需要融资,100以下,其他职业类
翻译,浙江,8.4,TRUE,经验不限,学历不限,交通/物流/贸易/零售,未知,100以下,其他职业类
翻译,辽宁,7.2,TRUE,1-3年,本科,互联网/IT/电子/通信,不需要融资,100以下,其他职业类
