"","职位","位置","年薪","福利","已有工作经验","学历","公司行业","融资阶段","公司规模","职业类别","log_salary","log_年薪"
"4566","翻译","西部地区",12.6,FALSE,"经验不限","本科","公共服务","不需要融资","100以下","其他职业类",2.53369681395743,2.53369681395743
"4567","翻译","中部地区",6.6,FALSE,"经验不限","本科","金融互联网","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4568","翻译","东部地区",39.42,FALSE,"1-3年","大专","商业服务","未知","100以下","其他职业类",3.67427330172457,3.67427330172457
"4569","翻译","西部地区",7.2,FALSE,"1-3年","本科","商业服务","未知","100以下","其他职业类",1.97408102602201,1.97408102602201
"4570","翻译","东部地区",5.4,FALSE,"1-3年","本科","商业服务","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"4571","翻译","东部地区",13,FALSE,"经验不限","学历不限","金融互联网","未知","100以下","其他职业类",2.56494935746154,2.56494935746154
"4572","翻译","东部地区",13.8,TRUE,"1-3年","本科","金融互联网","正在融资","100以下","其他职业类",2.62466859216316,2.62466859216316
"4573","翻译","南部地区",9,FALSE,"经验不限","本科","商业服务","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4574","翻译","中部地区",15,FALSE,"经验不限","学历不限","金融互联网","未知","100以下","其他职业类",2.70805020110221,2.70805020110221
"4575","翻译","东部地区",15,FALSE,"经验不限","学历不限","金融互联网","不需要融资","100-499","其他职业类",2.70805020110221,2.70805020110221
"4576","翻译","中部地区",7.15,TRUE,"1-3年","本科","机械制造","未知","500以上","其他职业类",1.96711235670592,1.96711235670592
"4577","翻译","东部地区",7.2,FALSE,"经验不限","本科","金融互联网","未知","100以下","其他职业类",1.97408102602201,1.97408102602201
"4578","翻译","南部地区",9,FALSE,"3-5年","本科","机械制造","未知","100-499","其他职业类",2.19722457733622,2.19722457733622
"4579","翻译","东北地区",10.2,FALSE,"3-5年","本科","机械制造","未知","100以下","其他职业类",2.32238772029023,2.32238772029023
"4580","翻译","中部地区",6,FALSE,"经验不限","本科","金融互联网","不需要融资","100-499","其他职业类",1.79175946922805,1.79175946922805
"4581","翻译","东部地区",6.6,TRUE,"经验不限","本科","公共服务","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4582","翻译","南部地区",7.8,TRUE,"1年以内","本科","金融互联网","已上市","500以上","其他职业类",2.05412373369555,2.05412373369555
"4583","翻译","中部地区",7.2,FALSE,"3-5年","本科","金融互联网","不需要融资","100-499","其他职业类",1.97408102602201,1.97408102602201
"4584","翻译","东部地区",4.8,TRUE,"1-3年","大专","公共服务","不需要融资","100以下","其他职业类",1.56861591791385,1.56861591791385
"4585","翻译","东部地区",6,TRUE,"1-3年","大专","机械制造","未知","100以下","其他职业类",1.79175946922805,1.79175946922805
"4586","翻译","东北地区",6.6,FALSE,"1-3年","本科","公共服务","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"4587","翻译","中部地区",6.6,TRUE,"1年以内","大专","公共服务","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4588","翻译","东部地区",8.4,TRUE,"经验不限","大专","金融互联网","准备融资","100以下","其他职业类",2.12823170584927,2.12823170584927
"4589","翻译","南部地区",10.2,TRUE,"1-3年","大专","公共服务","准备融资","100以下","其他职业类",2.32238772029023,2.32238772029023
"4590","翻译","中部地区",6.6,FALSE,"1-3年","本科","金融互联网","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4591","翻译","中部地区",15,FALSE,"经验不限","本科","金融互联网","正在融资","100以下","其他职业类",2.70805020110221,2.70805020110221
"4592","翻译","东部地区",10.8,FALSE,"经验不限","大专","商业服务","准备融资","100以下","其他职业类",2.37954613413017,2.37954613413017
"4593","翻译","西部地区",6,TRUE,"经验不限","大专","金融互联网","准备融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"4594","翻译","南部地区",10.2,TRUE,"1-3年","本科","商业服务","不需要融资","100以下","其他职业类",2.32238772029023,2.32238772029023
"4595","翻译","南部地区",19.71,FALSE,"经验不限","本科","商业服务","准备融资","100-499","其他职业类",2.98112612116463,2.98112612116463
"4596","翻译","中部地区",6,TRUE,"1年以内","大专","公共服务","不需要融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"4597","翻译","西部地区",6,FALSE,"经验不限","学历不限","公共服务","未知","100以下","其他职业类",1.79175946922805,1.79175946922805
"4598","翻译","东部地区",7.2,TRUE,"1-3年","本科","商业服务","不需要融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4599","翻译","西部地区",5.4,FALSE,"经验不限","本科","商业服务","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"4600","翻译","东北地区",5.4,FALSE,"1-3年","大专","媒体教培","未知","100-499","其他职业类",1.68639895357023,1.68639895357023
"4601","翻译","东部地区",7.2,FALSE,"经验不限","学历不限","商业服务","不需要融资","100-499","其他职业类",1.97408102602201,1.97408102602201
"4602","翻译","南部地区",5.4,FALSE,"经验不限","本科","媒体教培","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"4603","翻译","东部地区",10.2,FALSE,"1-3年","本科","商业服务","未知","100以下","其他职业类",2.32238772029023,2.32238772029023
"4604","翻译","东部地区",15,FALSE,"经验不限","大专","金融互联网","未知","100以下","其他职业类",2.70805020110221,2.70805020110221
"4605","翻译","东部地区",7.8,TRUE,"经验不限","本科","金融互联网","准备融资","100以下","其他职业类",2.05412373369555,2.05412373369555
"4606","翻译","东部地区",7.8,FALSE,"经验不限","大专","公共服务","未知","100以下","其他职业类",2.05412373369555,2.05412373369555
"4607","翻译","东部地区",7.2,TRUE,"经验不限","学历不限","公共服务","不需要融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4608","翻译","西部地区",10.2,TRUE,"经验不限","本科","公共服务","未知","100以下","其他职业类",2.32238772029023,2.32238772029023
"4609","翻译","东部地区",7.8,FALSE,"经验不限","大专","公共服务","未知","100以下","其他职业类",2.05412373369555,2.05412373369555
"4610","翻译","东部地区",5.475,FALSE,"经验不限","本科","金融互联网","正在融资","100以下","其他职业类",1.70019227570256,1.70019227570256
"4611","翻译","南部地区",8.4,TRUE,"经验不限","本科","金融互联网","正在融资","100-499","其他职业类",2.12823170584927,2.12823170584927
"4612","翻译","南部地区",30,FALSE,"1-3年","本科","金融互联网","未知","100以下","其他职业类",3.40119738166216,3.40119738166216
"4613","翻译","东部地区",9,FALSE,"1-3年","本科","机械制造","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4614","翻译","东部地区",13,FALSE,"经验不限","研究生","公共服务","准备融资","100以下","其他职业类",2.56494935746154,2.56494935746154
"4615","翻译","东部地区",5.4,FALSE,"1-3年","本科","金融互联网","准备融资","100以下","其他职业类",1.68639895357023,1.68639895357023
"4616","翻译","东北地区",11.05,TRUE,"经验不限","本科","金融互联网","准备融资","100以下","其他职业类",2.40243042796376,2.40243042796376
"4617","翻译","东部地区",5.4,FALSE,"经验不限","本科","商业服务","不需要融资","100以下","其他职业类",1.68639895357023,1.68639895357023
"4618","翻译","中部地区",6,TRUE,"经验不限","本科","金融互联网","准备融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"4619","翻译","东部地区",15,FALSE,"1-3年","本科","公共服务","未知","100-499","其他职业类",2.70805020110221,2.70805020110221
"4620","翻译","东部地区",13.8,TRUE,"经验不限","大专","公共服务","正在融资","100-499","其他职业类",2.62466859216316,2.62466859216316
"4621","翻译","东部地区",9,TRUE,"经验不限","本科","商业服务","不需要融资","100-499","其他职业类",2.19722457733622,2.19722457733622
"4622","翻译","东部地区",7.2,FALSE,"1年以内","本科","公共服务","未知","100以下","其他职业类",1.97408102602201,1.97408102602201
"4623","翻译","东部地区",4.2,FALSE,"1-3年","本科","商业服务","未知","100以下","其他职业类",1.43508452528932,1.43508452528932
"4624","翻译","东部地区",7.8,TRUE,"经验不限","大专","金融互联网","已上市","500以上","其他职业类",2.05412373369555,2.05412373369555
"4625","翻译","南部地区",4.8,TRUE,"经验不限","高中及以下","公共服务","准备融资","100以下","其他职业类",1.56861591791385,1.56861591791385
"4626","翻译","东部地区",7.8,FALSE,"1-3年","本科","公共服务","未知","100以下","其他职业类",2.05412373369555,2.05412373369555
"4627","翻译","东部地区",10.2,FALSE,"1年以内","研究生","机械制造","准备融资","100以下","其他职业类",2.32238772029023,2.32238772029023
"4628","翻译","中部地区",11.4,TRUE,"1年以内","本科","媒体教培","不需要融资","100以下","其他职业类",2.43361335540045,2.43361335540045
"4629","翻译","东部地区",7.2,FALSE,"1年以内","大专","媒体教培","未知","100以下","其他职业类",1.97408102602201,1.97408102602201
"4630","翻译","西部地区",10.2,TRUE,"1年以内","大专","金融互联网","已上市","500以上","其他职业类",2.32238772029023,2.32238772029023
"4631","翻译","东部地区",11.4,FALSE,"5年以上","本科","公共服务","未知","100以下","其他职业类",2.43361335540045,2.43361335540045
"4632","翻译","南部地区",6,FALSE,"经验不限","大专","商业服务","准备融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"4633","翻译","东部地区",9.6,TRUE,"3-5年","本科","公共服务","准备融资","100以下","其他职业类",2.26176309847379,2.26176309847379
"4634","翻译","东部地区",10.2,TRUE,"经验不限","学历不限","金融互联网","正在融资","100以下","其他职业类",2.32238772029023,2.32238772029023
"4635","翻译","中部地区",5.4,TRUE,"经验不限","大专","金融互联网","不需要融资","100-499","其他职业类",1.68639895357023,1.68639895357023
"4636","翻译","东部地区",10.4,TRUE,"1-3年","大专","金融互联网","不需要融资","500以上","其他职业类",2.34180580614733,2.34180580614733
"4637","翻译","东部地区",6.6,TRUE,"经验不限","大专","金融互联网","不需要融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4638","翻译","中部地区",7.8,TRUE,"1-3年","本科","金融互联网","不需要融资","100以下","其他职业类",2.05412373369555,2.05412373369555
"4639","翻译","西部地区",9.6,TRUE,"3-5年","本科","金融互联网","正在融资","100-499","其他职业类",2.26176309847379,2.26176309847379
"4640","翻译","东部地区",9,TRUE,"3-5年","本科","金融互联网","不需要融资","100-499","其他职业类",2.19722457733622,2.19722457733622
"4641","翻译","东部地区",16.2,TRUE,"5年以上","本科","金融互联网","不需要融资","100以下","其他职业类",2.78501124223834,2.78501124223834
"4642","翻译","东部地区",7.8,FALSE,"经验不限","学历不限","公共服务","未知","100以下","其他职业类",2.05412373369555,2.05412373369555
"4643","翻译","东部地区",9,TRUE,"经验不限","大专","公共服务","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4644","翻译","东部地区",9,FALSE,"1-3年","学历不限","金融互联网","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4645","翻译","中部地区",9.75,TRUE,"经验不限","本科","金融互联网","准备融资","100以下","其他职业类",2.27726728500976,2.27726728500976
"4646","翻译","东部地区",10.2,TRUE,"1-3年","本科","金融互联网","准备融资","100以下","其他职业类",2.32238772029023,2.32238772029023
"4647","翻译","东部地区",15,FALSE,"经验不限","大专","金融互联网","未知","100以下","其他职业类",2.70805020110221,2.70805020110221
"4648","翻译","中部地区",11.2778684824508,FALSE,"1-3年","本科","公共服务","未知","100以下","其他职业类",2.42284226389217,2.42284226389217
"4649","翻译","中部地区",5.4,TRUE,"经验不限","本科","金融互联网","不需要融资","500以上","其他职业类",1.68639895357023,1.68639895357023
"4650","翻译","南部地区",7.2,TRUE,"1年以内","大专","机械制造","未知","500以上","其他职业类",1.97408102602201,1.97408102602201
"4651","翻译","东部地区",11.4,TRUE,"经验不限","本科","商业服务","不需要融资","500以上","其他职业类",2.43361335540045,2.43361335540045
"4652","翻译","南部地区",24.7,TRUE,"经验不限","本科","公共服务","不需要融资","100以下","其他职业类",3.20680324363393,3.20680324363393
"4653","翻译","东部地区",8.4,TRUE,"经验不限","学历不限","公共服务","未知","100以下","其他职业类",2.12823170584927,2.12823170584927
"4654","翻译","东北地区",7.2,TRUE,"1-3年","本科","金融互联网","不需要融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4655","翻译","南部地区",3.6,FALSE,"经验不限","本科","金融互联网","未知","100以下","其他职业类",1.28093384546206,1.28093384546206
"4656","翻译","东部地区",9,TRUE,"经验不限","学历不限","公共服务","准备融资","100以下","其他职业类",2.19722457733622,2.19722457733622
"4657","翻译","东部地区",9,FALSE,"1-3年","本科","金融互联网","准备融资","100以下","其他职业类",2.19722457733622,2.19722457733622
"4658","翻译","东部地区",9.6,FALSE,"经验不限","大专","公共服务","准备融资","100以下","其他职业类",2.26176309847379,2.26176309847379
"4659","翻译","东部地区",12.6,TRUE,"经验不限","本科","机械制造","不需要融资","100以下","其他职业类",2.53369681395743,2.53369681395743
"4660","翻译","南部地区",12.6,TRUE,"1-3年","本科","金融互联网","不需要融资","100-499","其他职业类",2.53369681395743,2.53369681395743
"4661","翻译","东部地区",7.2,TRUE,"经验不限","大专","公共服务","准备融资","500以上","其他职业类",1.97408102602201,1.97408102602201
"4662","翻译","南部地区",4.8,TRUE,"经验不限","大专","金融互联网","准备融资","500以上","其他职业类",1.56861591791385,1.56861591791385
"4663","翻译","东部地区",9,TRUE,"经验不限","学历不限","机械制造","已上市","500以上","其他职业类",2.19722457733622,2.19722457733622
"4664","翻译","东部地区",6.6,FALSE,"经验不限","学历不限","公共服务","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"4665","翻译","东部地区",9.6,FALSE,"1-3年","大专","金融互联网","未知","100以下","其他职业类",2.26176309847379,2.26176309847379
"4666","翻译","东部地区",6.6,TRUE,"3-5年","本科","公共服务","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4667","翻译","南部地区",10.2,TRUE,"经验不限","大专","公共服务","准备融资","100-499","其他职业类",2.32238772029023,2.32238772029023
"4668","翻译","东部地区",12.35,TRUE,"1-3年","大专","金融互联网","不需要融资","500以上","其他职业类",2.51365606307399,2.51365606307399
"4669","翻译","东部地区",9,FALSE,"经验不限","本科","金融互联网","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4670","翻译","南部地区",9,TRUE,"经验不限","大专","机械制造","准备融资","100以下","其他职业类",2.19722457733622,2.19722457733622
"4671","翻译","东部地区",6.5,FALSE,"3-5年","本科","金融互联网","未知","100以下","其他职业类",1.87180217690159,1.87180217690159
"4672","翻译","东北地区",9,FALSE,"经验不限","本科","公共服务","不需要融资","100以下","其他职业类",2.19722457733622,2.19722457733622
"4673","翻译","东部地区",6.9,FALSE,"1-3年","本科","商业服务","未知","100以下","其他职业类",1.93152141160321,1.93152141160321
"4674","翻译","中部地区",21,FALSE,"3-5年","本科","公共服务","不需要融资","100以下","其他职业类",3.04452243772342,3.04452243772342
"4675","翻译","东北地区",10.8,TRUE,"经验不限","本科","公共服务","已上市","500以上","其他职业类",2.37954613413017,2.37954613413017
"4676","翻译","南部地区",9,FALSE,"经验不限","大专","公共服务","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4677","翻译","东部地区",6,TRUE,"经验不限","本科","公共服务","不需要融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"4678","翻译","东部地区",21.6,FALSE,"经验不限","大专","商业服务","未知","100以下","其他职业类",3.07269331469012,3.07269331469012
"4679","翻译","东部地区",6,FALSE,"经验不限","大专","公共服务","未知","100以下","其他职业类",1.79175946922805,1.79175946922805
"4680","翻译","南部地区",9,FALSE,"经验不限","学历不限","金融互联网","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4681","翻译","东部地区",6.6,FALSE,"3-5年","大专","公共服务","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4682","翻译","东北地区",9,FALSE,"经验不限","学历不限","金融互联网","准备融资","100以下","其他职业类",2.19722457733622,2.19722457733622
"4683","翻译","东部地区",5.4,FALSE,"经验不限","大专","金融互联网","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"4684","翻译","东北地区",12.35,FALSE,"经验不限","本科","金融互联网","未知","100以下","其他职业类",2.51365606307399,2.51365606307399
"4685","翻译","东部地区",7.8,FALSE,"经验不限","本科","媒体教培","准备融资","100以下","其他职业类",2.05412373369555,2.05412373369555
"4686","翻译","东部地区",6.6,FALSE,"经验不限","大专","商业服务","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"4687","翻译","中部地区",7.2,FALSE,"1-3年","本科","机械制造","准备融资","500以上","其他职业类",1.97408102602201,1.97408102602201
"4688","翻译","中部地区",10.5,TRUE,"经验不限","本科","机械制造","已上市","500以上","其他职业类",2.35137525716348,2.35137525716348
"4689","翻译","南部地区",7.2,FALSE,"1年以内","学历不限","金融互联网","不需要融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4690","翻译","中部地区",8.4,TRUE,"1-3年","本科","金融互联网","准备融资","100-499","其他职业类",2.12823170584927,2.12823170584927
"4691","翻译","东部地区",6.6,FALSE,"1-3年","本科","公共服务","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"4692","翻译","中部地区",6.6,FALSE,"1-3年","大专","金融互联网","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"4693","翻译","东部地区",9,TRUE,"经验不限","大专","金融互联网","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4694","翻译","中部地区",8.4,TRUE,"1-3年","本科","机械制造","准备融资","500以上","其他职业类",2.12823170584927,2.12823170584927
"4695","翻译","中部地区",4.2,TRUE,"3-5年","本科","公共服务","未知","100以下","其他职业类",1.43508452528932,1.43508452528932
"4696","翻译","东部地区",48,TRUE,"3-5年","本科","公共服务","已上市","500以上","其他职业类",3.87120101090789,3.87120101090789
"4697","翻译","东部地区",8.4,TRUE,"1-3年","本科","金融互联网","正在融资","100-499","其他职业类",2.12823170584927,2.12823170584927
"4698","翻译","东部地区",12.6,FALSE,"经验不限","本科","金融互联网","未知","100以下","其他职业类",2.53369681395743,2.53369681395743
"4699","翻译","东部地区",11.7,TRUE,"1-3年","本科","商业服务","准备融资","100以下","其他职业类",2.45958884180371,2.45958884180371
"4700","翻译","东部地区",13,TRUE,"3-5年","本科","金融互联网","已上市","500以上","其他职业类",2.56494935746154,2.56494935746154
"4701","翻译","中部地区",9.6,FALSE,"1-3年","大专","商业服务","准备融资","100-499","其他职业类",2.26176309847379,2.26176309847379
"4702","翻译","南部地区",13.2,TRUE,"3-5年","大专","公共服务","准备融资","100以下","其他职业类",2.58021682959233,2.58021682959233
"4703","翻译","东部地区",10.8,TRUE,"经验不限","本科","媒体教培","不需要融资","100以下","其他职业类",2.37954613413017,2.37954613413017
"4704","翻译","西部地区",7.2,TRUE,"3-5年","本科","金融互联网","准备融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4705","翻译","东北地区",4.8,FALSE,"经验不限","本科","公共服务","未知","100以下","其他职业类",1.56861591791385,1.56861591791385
"4706","翻译","中部地区",7.8,TRUE,"1-3年","本科","金融互联网","已上市","500以上","其他职业类",2.05412373369555,2.05412373369555
"4707","翻译","中部地区",7.2,TRUE,"1年以内","本科","金融互联网","不需要融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4708","翻译","东部地区",12.6,TRUE,"1-3年","大专","商业服务","正在融资","100-499","其他职业类",2.53369681395743,2.53369681395743
"4709","翻译","西部地区",10.95,FALSE,"1年以内","本科","媒体教培","准备融资","100以下","其他职业类",2.39333945626251,2.39333945626251
"4710","翻译","东部地区",10.2,FALSE,"经验不限","大专","金融互联网","未知","100以下","其他职业类",2.32238772029023,2.32238772029023
"4711","翻译","西部地区",8.45,TRUE,"1-3年","本科","商业服务","准备融资","500以上","其他职业类",2.13416644136908,2.13416644136908
"4712","翻译","东部地区",15,FALSE,"1年以内","大专","金融互联网","准备融资","100以下","其他职业类",2.70805020110221,2.70805020110221
"4713","翻译","东部地区",10.2,FALSE,"经验不限","本科","商业服务","未知","100以下","其他职业类",2.32238772029023,2.32238772029023
"4714","翻译","东北地区",4.2,FALSE,"3-5年","本科","机械制造","未知","100-499","其他职业类",1.43508452528932,1.43508452528932
"4715","翻译","南部地区",8.45,FALSE,"3-5年","本科","公共服务","未知","100以下","其他职业类",2.13416644136908,2.13416644136908
"4716","翻译","东部地区",7.8,FALSE,"经验不限","大专","机械制造","未知","100以下","其他职业类",2.05412373369555,2.05412373369555
"4717","翻译","西部地区",6.6,FALSE,"经验不限","学历不限","金融互联网","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"4718","翻译","东部地区",33,FALSE,"经验不限","大专","公共服务","未知","100以下","其他职业类",3.49650756146648,3.49650756146648
"4719","翻译","东部地区",10.2,FALSE,"经验不限","本科","机械制造","不需要融资","500以上","其他职业类",2.32238772029023,2.32238772029023
"4720","翻译","东部地区",9,TRUE,"1-3年","本科","商业服务","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4721","翻译","中部地区",6.6,TRUE,"1-3年","本科","金融互联网","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4722","翻译","东部地区",5.4,TRUE,"1年以内","本科","公共服务","准备融资","100以下","其他职业类",1.68639895357023,1.68639895357023
"4723","翻译","东部地区",7.8,FALSE,"经验不限","本科","商业服务","不需要融资","100以下","其他职业类",2.05412373369555,2.05412373369555
"4724","翻译","东部地区",12.6,TRUE,"1年以内","本科","商业服务","已上市","100以下","其他职业类",2.53369681395743,2.53369681395743
"4725","翻译","东部地区",9.1,TRUE,"经验不限","本科","商业服务","不需要融资","100以下","其他职业类",2.2082744135228,2.2082744135228
"4726","翻译","东北地区",8.45,FALSE,"1-3年","本科","机械制造","未知","100-499","其他职业类",2.13416644136908,2.13416644136908
"4727","翻译","东部地区",9.75,TRUE,"经验不限","大专","金融互联网","准备融资","100-499","其他职业类",2.27726728500976,2.27726728500976
"4728","翻译","东部地区",8.45,FALSE,"经验不限","大专","公共服务","未知","100以下","其他职业类",2.13416644136908,2.13416644136908
"4729","翻译","东部地区",7.2,FALSE,"1年以内","学历不限","公共服务","未知","100以下","其他职业类",1.97408102602201,1.97408102602201
"4730","翻译","东部地区",12,TRUE,"1-3年","本科","金融互联网","已上市","500以上","其他职业类",2.484906649788,2.484906649788
"4731","翻译","东北地区",5.4,TRUE,"3-5年","本科","机械制造","未知","100-499","其他职业类",1.68639895357023,1.68639895357023
"4732","翻译","南部地区",9.6,TRUE,"经验不限","大专","金融互联网","不需要融资","500以上","其他职业类",2.26176309847379,2.26176309847379
"4733","翻译","西部地区",7.2,TRUE,"3-5年","本科","媒体教培","准备融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4734","翻译","东部地区",12.6,TRUE,"1-3年","本科","商业服务","不需要融资","100以下","其他职业类",2.53369681395743,2.53369681395743
"4735","翻译","东部地区",9,FALSE,"1-3年","学历不限","商业服务","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4736","翻译","东部地区",4.5625,TRUE,"1年以内","本科","金融互联网","不需要融资","100以下","其他职业类",1.51787071890861,1.51787071890861
"4737","翻译","中部地区",6.6,FALSE,"经验不限","大专","公共服务","不需要融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4738","翻译","中部地区",6.6,TRUE,"经验不限","高中及以下","机械制造","不需要融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4739","翻译","东部地区",7.2,FALSE,"经验不限","本科","机械制造","未知","100-499","其他职业类",1.97408102602201,1.97408102602201
"4740","翻译","南部地区",15,FALSE,"经验不限","本科","媒体教培","未知","100以下","其他职业类",2.70805020110221,2.70805020110221
"4741","翻译","东部地区",12.6,FALSE,"3-5年","本科","商业服务","未知","100以下","其他职业类",2.53369681395743,2.53369681395743
"4742","翻译","东部地区",12,TRUE,"1-3年","本科","媒体教培","已上市","500以上","其他职业类",2.484906649788,2.484906649788
"4743","翻译","中部地区",12,TRUE,"经验不限","本科","公共服务","正在融资","500以上","其他职业类",2.484906649788,2.484906649788
"4744","翻译","东部地区",19.8,FALSE,"经验不限","学历不限","公共服务","未知","100以下","其他职业类",2.98568193770049,2.98568193770049
"4745","翻译","中部地区",11.4,FALSE,"经验不限","学历不限","公共服务","准备融资","100以下","其他职业类",2.43361335540045,2.43361335540045
"4746","翻译","中部地区",9.6,FALSE,"1-3年","本科","金融互联网","不需要融资","100-499","其他职业类",2.26176309847379,2.26176309847379
"4747","翻译","东部地区",4.8,FALSE,"经验不限","大专","金融互联网","不需要融资","500以上","其他职业类",1.56861591791385,1.56861591791385
"4748","翻译","南部地区",13.65,TRUE,"1-3年","本科","机械制造","准备融资","100-499","其他职业类",2.61373952163097,2.61373952163097
"4749","翻译","东部地区",6,FALSE,"经验不限","本科","公共服务","准备融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"4750","翻译","东部地区",9,FALSE,"3-5年","本科","公共服务","未知","100以下","其他职业类",2.19722457733622,2.19722457733622
"4751","翻译","中部地区",7.2,TRUE,"1-3年","大专","金融互联网","不需要融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4752","翻译","南部地区",7.8,FALSE,"经验不限","大专","金融互联网","准备融资","100以下","其他职业类",2.05412373369555,2.05412373369555
"4753","翻译","南部地区",17.4,FALSE,"1-3年","本科","金融互联网","未知","100以下","其他职业类",2.85647020622048,2.85647020622048
"4754","翻译","西部地区",6.6,TRUE,"经验不限","大专","公共服务","不需要融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4755","翻译","西部地区",7.15,FALSE,"经验不限","学历不限","商业服务","未知","100以下","其他职业类",1.96711235670592,1.96711235670592
"4756","翻译","东北地区",5.4,FALSE,"1-3年","学历不限","公共服务","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"4757","翻译","东部地区",6.6,FALSE,"1年以内","大专","媒体教培","未知","100以下","其他职业类",1.88706964903238,1.88706964903238
"4758","翻译","中部地区",4.2,FALSE,"经验不限","大专","金融互联网","未知","100-499","其他职业类",1.43508452528932,1.43508452528932
"4759","翻译","中部地区",10.8,TRUE,"1-3年","本科","公共服务","未知","100-499","其他职业类",2.37954613413017,2.37954613413017
"4760","翻译","东部地区",8.4,FALSE,"经验不限","大专","商业服务","未知","100以下","其他职业类",2.12823170584927,2.12823170584927
"4761","翻译","东部地区",9.6,FALSE,"1-3年","本科","公共服务","准备融资","100以下","其他职业类",2.26176309847379,2.26176309847379
"4762","翻译","东部地区",9.49,TRUE,"经验不限","本科","媒体教培","不需要融资","100-499","其他职业类",2.25023861262184,2.25023861262184
"4763","翻译","中部地区",66,FALSE,"1年以内","大专","公共服务","不需要融资","100以下","其他职业类",4.18965474202643,4.18965474202643
"4764","翻译","东部地区",6,TRUE,"1年以内","本科","商业服务","不需要融资","100以下","其他职业类",1.79175946922805,1.79175946922805
"4765","翻译","东部地区",6.6,TRUE,"1-3年","大专","公共服务","准备融资","100以下","其他职业类",1.88706964903238,1.88706964903238
"4766","翻译","东部地区",5.4,FALSE,"1-3年","本科","商业服务","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"4767","翻译","南部地区",7.8,FALSE,"经验不限","本科","金融互联网","不需要融资","100以下","其他职业类",2.05412373369555,2.05412373369555
"4768","翻译","中部地区",7.2,FALSE,"经验不限","大专","金融互联网","不需要融资","100以下","其他职业类",1.97408102602201,1.97408102602201
"4769","翻译","东北地区",6.5,FALSE,"经验不限","大专","机械制造","未知","100以下","其他职业类",1.87180217690159,1.87180217690159
"4770","翻译","东部地区",9.6,TRUE,"经验不限","本科","金融互联网","不需要融资","100-499","其他职业类",2.26176309847379,2.26176309847379
"4771","翻译","西部地区",5.4,FALSE,"经验不限","研究生","金融互联网","未知","100以下","其他职业类",1.68639895357023,1.68639895357023
"4772","翻译","东部地区",5.4,FALSE,"1-3年","本科","商业服务","准备融资","100以下","其他职业类",1.68639895357023,1.68639895357023
"4773","翻译","南部地区",3.6,FALSE,"1-3年","学历不限","媒体教培","未知","100以下","其他职业类",1.28093384546206,1.28093384546206
"4774","翻译","东部地区",6.6,TRUE,"经验不限","大专","机械制造","不需要融资","100以下","其他职业类",1.88706964903238,1.88706964903238
